kisra-sumei,acre
kissufim,beersheba
kokhav hashahar,jerusalem
kokhav mikha'el,ashkelon
kokhav ya'aqov,jerusalem
kokhav ya'ir,petah tikva
korazim,northern district
kuseife,beersheba
lahav,beersheba
lahavot habashan,northern district
lahavot haviva,hadera
lakhish,ashkelon
lappid,ramla
lappidot,acre
laqye,beersheba
lavi,tiberias
lavon,acre
lehavim,beersheba
li-on,jerusalem
liman,acre
livnim,tiberias
lod,ramla
lohame hageta'ot,acre
lotan,beersheba
lotem,acre
luzit,jerusalem
ma'agan,tiberias
ma'agan mikha'el,hadera
ma'ale adummim,jerusalem
ma'ale amos,jerusalem
ma'ale efrayim,tiberias
ma'ale gamla,northern district
ma'ale gilboa,afula
ma'ale hahamisha,jerusalem
ma'ale iron,hadera
ma'ale levona,jerusalem
ma'ale mikhmas,jerusalem
ma'alot-tarshiha,acre
ma'anit,hadera
ma'as,petah tikva
ma'barot,netanya
ma'galim,beersheba
ma'on,jerusalem
ma'or,hadera
ma'oz hayyim,afula
ma'yan barukh,northern district
ma'yan zevi,hadera
mabbu'im,beersheba
magen,beersheba
magen sha'ul,afula
maggal,hadera
magshimim,petah tikva
mahanayim,northern district
mahane bildad,beersheba
mahane yattir,beersheba
mahseya,jerusalem
majd al-kurum,acre
majdal shams,northern district
makchul,beersheba
malkishua,afula
malkiyya,northern district
manof,acre
manot,acre
manshiyyet zabda,nazareth
margaliyyot,northern district
mas'ade,northern district
mas'udin al-'azazme,beersheba
mash'abbe sade,beersheba
mash'en,ashkelon
maskiyyot,tiberias
maslul,beersheba
massad,tiberias
massada,tiberias
massu'a,tiberias
massuot yizhaq,ashkelon
matta,jerusalem
mattan,petah tikva
mattat,acre
mattityahu,jerusalem
mavqi'im,ashkelon
mazkeret batya,rehovot
mazliah,ramla
mazor,petah tikva
mazra'a,acre
mazzuva,acre
me ammi,hadera
me'ir shefeya,hadera
me'ona,acre
mefallesim,ashkelon
megadim,hadera
megiddo,afula
mehola,tiberias
meiser,hadera
mekhora,tiberias
mele'a,afula
melilot,beersheba
menahemya,tiberias
mennara,northern district
menuha,ashkelon
merav,afula
merhavya(moshav),afula
merhavya(qibbuz),afula
merkaz shappira,ashkelon
merom golan,northern district
meron,northern district
meshar,rehovot
meshhed,nazareth
mesillat ziyyon,jerusalem
mesillot,afula
metar,beersheba
metav,afula
metula,northern district
mevasseret ziyyon,jerusalem
mevo betar,jerusalem
mevo dotan,afula
mevo hamma,northern district
mevo horon,jerusalem
mevo modi'im,ramla
mevo'ot yam,netanya
mezadot yehuda,jerusalem
mezar,northern district
mezer,hadera
mi'elya,acre
midrakh oz,afula
midreshet ben gurion,beersheba
midreshet ruppin,netanya
migdal,tiberias
migdal haemeq,afula
migdal oz,jerusalem
migdalim,hadera
mikhmannim,acre
mikhmoret,netanya
miqwe yisra'el,holon
misgav am,northern district
misgav dov,rehovot
mishmar ayyalon,ramla
mishmar dawid,ramla
mishmar haemeq,afula
mishmar hanegev,beersheba
mishmar hasharon,netanya
mishmar hashiv'a,ramla
mishmar hayarden,northern district
mishmarot,hadera
mishmeret,netanya
mivtahim,beersheba
mizpa,tiberias
mizpe aviv,acre
mizpe netofa,afula
mizpe ramon,beersheba
mizpe shalem,tiberias
mizpe yeriho,tiberias
mizra,afula
modi'in illit,jerusalem
modi'in-makkabbim-re,ramla
moledet,afula
moran,acre
moreshet,acre
moza illit,jerusalem
mughar,tiberias
muqeible,afula
na'ale,jerusalem
na'an,ramla
na'ura,afula
naama,tiberias
nahal eshbal,acre
nahal hemdat,tiberias
nahal oz,ashkelon
nahal shittim,beersheba
nahala,ashkelon
nahalal,afula
nahali'el,jerusalem
naham,jerusalem
nahariyya,acre
nahef,acre
nahsholim,hadera
nahshon,jerusalem
nahshonim,petah tikva
nasasra,beersheba
nataf,jerusalem
natur,northern district
nave,beersheba
nazareth,nazareth
nazerat illit,nazareth
ne'ot golan,northern district
ne'ot hakikkar,beersheba
ne'ot mordekhay,northern district
ne'urim,netanya
negba,ashkelon
nehalim,petah tikva
nehora,ashkelon
nehusha,jerusalem
nein,afula
nes ammim,acre
nes harim,jerusalem
nes ziyyona,rehovot
nesher,haifa
neta,ashkelon
neta'im,rehovot
netanya,netanya
netiv haasara,ashkelon
netiv hagedud,tiberias
netiv halamed-he,jerusalem
netiv hashayyara,acre
netivot,beersheba
netu'a,acre
nevatim,beersheba
newe ativ,northern district
newe avot,hadera
newe daniyyel,jerusalem
newe etan,afula
newe harif,beersheba
newe ilan,jerusalem
newe mikha'el,jerusalem
newe mivtah,ashkelon
newe shalom,jerusalem
newe ur,afula
newe yam,hadera
newe yamin,petah tikva
newe yaraq,petah tikva
newe zohar,beersheba
nezer sereni,ramla
nili,jerusalem
nir am,ashkelon
nir aqiva,beersheba
nir banim,ashkelon
nir dawid (tel amal),afula
nir eliyyahu,petah tikva
nir ezyon,hadera
nir gallim,rehovot
nir hen,ashkelon
nir moshe,beersheba
nir oz,beersheba
nir yafe,afula
nir yisra'el,ashkelon
nir yizhaq,beersheba
nir zevi,ramla
niran,tiberias
nirim,beersheba
nirit,petah tikva
nizzan,ashkelon
nizzan b,ashkelon
nizzana (qehilat hin,beersheba
nizzane oz,netanya
nizzane sinay,beersheba
nizzanim,ashkelon
no'am,ashkelon
nofekh,petah tikva
nofim,netanya
nofit,haifa
nogah,ashkelon
noqedim,jerusalem
nordiyya,netanya
nov,northern district
nurit,afula
odem,northern district
ofaqim,beersheba
ofer,hadera
ofra,jerusalem
ohad,beersheba
olesh,netanya
omen,afula
omer,beersheba
omez,netanya
or aqiva,hadera
or haganuz,northern district
or haner,ashkelon
or yehuda,ramat gan
ora,jerusalem
oranim,haifa
oranit,netanya
orot,ashkelon
ortal,northern district
otni'el,jerusalem
ozem,ashkelon
pa'ame tashaz,beersheba
palmahim,rehovot
paran,beersheba
pardes hanna-karkur,hadera
pardesiyya,netanya
parod,northern district
pattish,beersheba
pedaya,ramla
pedu'el,netanya
peduyim,beersheba
pelekh,acre
pene hever,jerusalem
peqi'in (buqei'a),acre
peqi'in hadasha,acre
perazon,afula
peri gan,beersheba
pesagot,jerusalem
petah tiqwa,petah tikva
petahya,ramla
peza'el,tiberias
porat,netanya
poriyya illit,tiberias
poriyya-kefar avoda,tiberias
poriyya-newe oved,tiberias
qabbo'a,beersheba
qaddarim,tiberias
qadima-zoran,netanya
qalansawe,netanya
qalya,tiberias
qarne shomeron,netanya
qawa'in,beersheba
qazrin,northern district
qedar,jerusalem
qedma,ashkelon
qedumim,netanya
qela,northern district
qelahim,beersheba
qesariyya,hadera
qeshet,northern district
qetura,beersheba
qevuzat yavne,rehovot
qidmat zevi,northern district
qidron,rehovot
qiryat anavim,jerusalem
qiryat arba,jerusalem
qiryat atta,haifa
qiryat bialik,haifa
qiryat eqron,rehovot
qiryat gat,ashkelon
qiryat mal'akhi,ashkelon
qiryat motzkin,haifa
qiryat netafim,netanya
qiryat ono,ramat gan
qiryat shelomo,netanya
qiryat shemona,northern district
qiryat tiv'on,haifa
qiryat yam,haifa
qiryat ye'arim,jerusalem
qiryat ye'arim(insti,jerusalem
qomemiyyut,ashkelon
qoranit,acre
qudeirat as-sani,beersheba
ra'anana,petah tikva
rahat,beersheba
ram-on,afula
ramat dawid,afula
ramat gan,ramat gan
ramat hakovesh,petah tikva
ramat hasharon,tel aviv
ramat hashofet,afula
ramat magshimim,northern district
ramat rahel,jerusalem
ramat razi'el,jerusalem
ramat yishay,afula
ramat yohanan,haifa
ramat zevi,afula
rame,acre
ramla,ramla
ramot,northern district
ramot hashavim,petah tikva
ramot me'ir,ramla
ramot menashe,afula
ramot naftali,northern district
rannen,beersheba
raqefet,acre
ras ali,haifa
ravid,tiberias
re'im,beersheba
regavim,hadera
regba,acre
rehan,afula
rehov,afula
rehovot,rehovot
reihaniyye,northern district
reine,nazareth
rekhasim,haifa
reshafim,afula
retamim,beersheba
revadim,ashkelon
revava,hadera
revivim,beersheba
rewaha,ashkelon
rewaya,afula
rimmonim,jerusalem
rinnatya,petah tikva
rishon leziyyon,rehovot
rishpon,netanya
ro'i,tiberias
rosh haayin,petah tikva
rosh pinna,northern district
rosh zurim,jerusalem
rotem,tiberias
ruhama,ashkelon
rumat heib,nazareth
rummane,nazareth
sa'ad,beersheba
sa'ar,acre
sajur,acre
sakhnin,acre
sal'it,netanya
sallama,acre
samar,beersheba
sandala,afula
sappir,beersheba
sarid,afula
sasa,northern district
savyon,petah tikva
sawa'id (kamane),acre
sawa'id(hamriyye),acre
sayyid,beersheba
sede avraham,beersheba
sede boqer,beersheba
sede dawid,ashkelon
sede eli'ezer,northern district
sede eliyyahu,afula
sede hemed,petah tikva
sede ilan,tiberias
sede moshe,ashkelon
sede nahum,afula
sede nehemya,northern district
sede nizzan,beersheba
sede terumot,afula
sede uzziyyahu,ashkelon
sede warburg,petah tikva
sede ya'aqov,afula
sede yizhaq,hadera
sede yo'av,ashkelon
sede zevi,beersheba
sederot,ashkelon
sedot mikha,jerusalem
sedot yam,hadera
segev-shalom,beersheba
segula,ashkelon
senir,northern district
sha'ab,acre
sha'al,northern district
sha'alvim,ramla
sha'ar efrayim,netanya
sha'ar haamaqim,haifa
sha'ar hagolan,tiberias
sha'ar menashe,hadera
sha'are tiqwa,netanya
shadmot devora,tiberias
shadmot mehola,tiberias
shafir,ashkelon
shahar,ashkelon
shaharut,beersheba
shalva bamidbar,beersheba
shalwa,ashkelon
shamerat,acre
shamir,northern district
shani,beersheba
shaqed,afula
sharona,tiberias
sharsheret,beersheba
shave shomeron,hadera
shave ziyyon,acre
she'ar yashuv,northern district
shedema,rehovot
shefar'am,acre
shefayim,netanya
shefer,northern district
sheikh dannun,acre
shekhanya,acre
shelomi,acre
sheluhot,afula
sheqef,ashkelon
shetula,acre
shetulim,ashkelon
shezor,acre
shibbolim,beersheba
shibli,afula
shilat,ramla
shilo,jerusalem
shim'a,jerusalem
shizzafon,beersheba
sho'eva,jerusalem
shoham,ramla
shomera,acre
shomeriyya,beersheba
shoqeda,beersheba
shorashim,acre
shoresh,jerusalem
shoshannat haamaqim,netanya
shoshannat haamaqim(,netanya
shoval,beersheba
shuva,beersheba
sitriyya,ramla
sufa,beersheba
sulam,afula
suseya,jerusalem
ta'oz,jerusalem
tal shahar,jerusalem
tal-el,acre
talme bilu,beersheba
talme el'azar,hadera
talme eliyyahu,beersheba
talme yafe,ashkelon
talme yehi'el,ashkelon
talme yosef,beersheba
talmon,jerusalem
tamra,acre
tamra (yizre'el),afula
tarabin as-sani,beersheba
tarum,jerusalem
tayibe,netanya
tayibe(baemeq),afula
te'ashur,beersheba
tefahot,tiberias
tel adashim,afula
tel aviv - yafo,tel aviv
tel mond,netanya
tel qazir,tiberias
tel sheva,beersheba
tel te'omim,afula
tel yizhaq,netanya
tel yosef,afula
telalim,beersheba
telamim,ashkelon
telem,jerusalem
tene,jerusalem
tenuvot,netanya
teqoa,jerusalem
tequma,beersheba
tiberias,tiberias
tidhar,beersheba
tifrah,beersheba
timmorim,ashkelon
timrat,afula
tirat karmel,haifa
tirat yehuda,petah tikva
tirat zevi,afula
tire,netanya
tirosh,jerusalem
tomer,tiberias
tuba-zangariyye,northern district
tur'an,nazareth
tushiyya,beersheba
tuval,acre
udim,netanya
umm al-fahm,hadera
umm al-qutuf,hadera
uqbi (banu uqba),beersheba
urim,beersheba
usha,haifa
uza,ashkelon
uzeir,nazareth
wardon,ashkelon
wered yeriho,tiberias
ya'ad,acre
ya'ara,acre
ya'el,afula
yad binyamin,rehovot
yad hanna,netanya
yad hashemona,jerusalem
yad mordekhay,ashkelon
yad natan,ashkelon
yad rambam,ramla
yafi,nazareth
yafit,tiberias
yagel,ramla
yagur,haifa
yahel,beersheba
yakhini,ashkelon
yanuh-jat,acre
yanuv,netanya
yaqir,netanya
yaqum,netanya
yardena,afula
yarhiv,petah tikva
yarqona,petah tikva
yas'ur,acre
yashresh,ramla
yated,beersheba
yavne,rehovot
yavne'el,tiberias
yaziz,ramla
ye'af,netanya
yedida,jerusalem
yedidya,netanya
yehi'am,acre
yehud-monoson,petah tikva
yeroham,beersheba
yesha,beersheba
yesodot,rehovot
yesud hama'ala,northern district
yevul,beersheba
yif'at,afula
yiftah,northern district
yinnon,ashkelon
yir'on,northern district
yirka,acre
yish'i,jerusalem
yitav,tiberias
yizhar,hadera
yizre'el,afula
yodefat,acre
yonatan,northern district
yoqne'am illit,afula
yoqne'am(moshava),afula
yoshivya,beersheba
yotvata,beersheba
yuval,northern district
yuvalim,acre
zabarga,beersheba
zafririm,jerusalem
zafriyya,ramla
zanoah,jerusalem
zarzir,afula
zavdi'el,ashkelon
ze'elim,beersheba
zefat,northern district
zekharya,jerusalem
zelafon,jerusalem
zemer,netanya
zerahya,ashkelon
zeru'a,beersheba
zerufa,hadera
zetan,ramla
zikhron ya'aqov,hadera
zimrat,beersheba
zippori,afula
ziqim,ashkelon
ziv'on,northern district
zofar,beersheba
zofit,petah tikva
zofiyya,rehovot
zohar,beersheba
zohar,ashkelon
zor'a,jerusalem
zova,jerusalem
zufin,netanya
zur hadassa,jerusalem
zur moshe,netanya
zur natan,petah tikva
zur yizhaq,petah tikva
zuri'el,acre
zurit,acre
zviyya,acre
yafo,tel aviv
